RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4532,15656029,Marsden,609,France,Male,37,6,0.0,2,0,1,22030.72,0
8313,15609977,Mundy,587,France,Male,47,6,71026.77,1,1,0,57962.41,0
6719,15744553,Ho,444,France,Male,34,2,144318.97,1,1,0,112668.06,0
526,15786063,Chin,776,France,Female,31,2,0.0,2,1,1,112349.51,0
6250,15806486,Cunningham,705,France,Female,48,0,0.0,2,0,0,149772.61,0
4486,15630580,Y?,751,Germany,Male,34,9,108513.25,2,1,1,27097.82,0
7022,15694530,Porter,672,France,Male,28,4,167268.98,1,1,1,169469.3,0
4863,15686780,Rogova,645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0
6221,15716926,Macleod,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
3678,15790442,Wright,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0
5131,15631721,Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
7326,15787229,Samsonova,761,Spain,Female,34,2,0.0,2,1,0,61251.25,0
5435,15638803,Donaldson,733,Spain,Female,32,5,0.0,2,1,0,131625.14,0
8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0
7264,15622729,Sun,649,France,Female,46,2,0.0,2,1,1,66602.7,0
9442,15702656,Yobachi,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
3363,15652192,Traeger,759,France,Female,33,9,160541.36,2,0,0,93541.14,0
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,0,1,31517.16,0
6517,15775797,Esposito,607,Spain,Female,32,7,0.0,3,0,1,10674.62,0
6097,15738884,Hu,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
2112,15603216,Simpson,642,France,Male,25,7,0.0,2,1,0,102083.78,0
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
7585,15595010,Huang,694,Spain,Female,39,9,0.0,2,0,0,99924.04,0
7191,15774262,Hobson,597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0
2393,15656912,Aitken,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0
4067,15736154,Gallo,823,France,Female,44,1,0.0,2,0,1,182495.7,0
5304,15645766,Kosisochukwu,634,Spain,Male,25,9,0.0,2,1,1,8227.91,0
9985,15696175,Echezonachukwu,602,Germany,Male,35,7,90602.42,2,1,1,51695.41,0
4827,15713346,Panina,794,France,Male,24,10,146126.75,1,1,1,88992.05,0
6211,15592197,Simmons,522,Spain,Male,30,3,0.0,2,1,0,145490.85,0
7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0
6458,15722090,Tseng,615,Spain,Male,51,6,81818.49,1,1,1,169149.38,0
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0
9823,15781298,Hughes,808,Germany,Male,39,3,124216.93,1,0,1,171442.36,0
5101,15582404,Miller,572,Spain,Female,26,5,0.0,2,1,0,119381.41,0
2866,15590228,Greenwalt,715,France,Male,21,6,76467.16,1,1,1,173511.72,0
469,15633283,Padovano,536,France,Male,35,8,0.0,2,1,0,64833.28,0
5945,15715709,Shih,696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0
7242,15750921,Monds,521,France,Male,37,5,105843.26,2,1,1,84908.2,0
6959,15596808,Maclean,679,Spain,Male,33,4,96110.22,1,1,0,1173.23,0
6060,15627854,Mai,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0
5997,15745455,Navarrete,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0
6754,15568449,Fu,661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0
2043,15635459,Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0
9846,15664035,Parsons,590,Spain,Female,38,9,0.0,2,1,1,148750.16,0
4502,15678916,Kelly,512,France,Female,75,2,0.0,1,1,0,123304.62,0
5455,15754301,Bruche,704,France,Male,39,5,0.0,1,1,0,6416.92,0
6499,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0
4775,15640421,Conway,811,France,Female,35,7,0.0,1,1,1,178.19,0
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0
3408,15797760,Bogdanov,632,France,Male,40,3,193354.86,2,1,0,149188.41,0
1759,15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
1024,15682639,Marshall,642,France,Male,32,3,0.0,2,1,1,88698.83,0
7617,15749964,Jones,610,France,Female,27,4,87262.4,2,1,0,182720.07,0
3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
7432,15705379,Upjohn,678,France,Male,38,3,0.0,2,1,0,66561.6,0
7655,15641007,Holden,614,France,Female,38,4,72594.0,1,1,1,76042.48,0
3975,15621031,Mofflin,761,Spain,Male,27,8,0.0,2,1,0,63297.7,0
9947,15618171,James,669,France,Female,33,9,0.0,2,0,1,107221.03,0
9905,15722532,Angelo,690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0
9363,15701972,Parsons,684,France,Male,35,3,137179.39,1,1,1,37264.11,0
6303,15684592,Lamb,557,Spain,Male,42,4,0.0,2,0,1,86642.38,0
2769,15713379,Anderson,669,France,Male,26,4,0.0,2,1,1,197594.34,0
5756,15600813,Hyde,717,France,Male,50,9,90305.76,1,1,1,124626.57,0
8907,15797065,Goloubev,613,Spain,Female,32,0,0.0,2,0,1,126675.62,0
2041,15626684,Huang,547,France,Female,38,5,167539.97,1,0,1,159207.34,0
1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0
405,15642291,Fontaine,685,France,Male,23,8,0.0,2,1,1,112239.03,0
7341,15578722,Bradley,689,France,Male,39,4,0.0,2,1,0,196112.45,0
7154,15735837,Hsia,574,Spain,Male,36,3,0.0,2,1,1,8559.66,0
7759,15684358,Kang,711,France,Male,41,3,0.0,2,1,1,193747.57,0
5120,15668142,Chang,700,France,Male,37,3,77608.46,2,1,1,175373.46,0
6987,15702377,Knorr,627,Spain,Male,48,1,132759.8,1,1,0,78899.22,0
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,1,105720.09,0
7978,15588341,Chigozie,647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0
8116,15700752,Pugliesi,545,France,Female,32,6,0.0,2,1,1,52067.37,0
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0
2404,15756901,Ch'ang,641,France,Female,26,4,91547.84,2,0,1,28157.34,0
5962,15762993,Trevisano,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
5583,15596972,Brownlow,534,France,Male,38,3,0.0,1,0,0,143938.27,0
1367,15621353,Hudson,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0
2086,15687477,Thompson,594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0
2255,15585533,Calabrese,679,France,Male,36,6,147733.64,1,0,1,172501.38,0
8457,15730705,Chidubem,715,France,Male,37,9,165252.52,1,1,0,85286.3,0
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0
3666,15748696,Page,733,France,Male,42,9,150507.21,1,0,1,169964.12,0
2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
4485,15595136,Kryukov,645,France,Female,37,1,0.0,2,1,1,68987.55,0
2956,15807481,Peng,577,France,Female,46,1,0.0,1,1,1,158750.53,0
2177,15704746,Inman,699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0
9917,15770516,Evdokimov,616,Spain,Female,44,7,193213.02,2,1,1,137392.77,0
1827,15573893,Barry,569,Germany,Male,25,9,173459.45,2,1,1,44381.06,0
7203,15671014,Zhdanova,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0
6842,15793491,Cherkasova,714,Germany,Male,26,3,119545.48,2,1,0,65482.94,0
6464,15637411,Tochukwu,749,France,Male,30,1,0.0,2,0,1,126551.65,0
6555,15632576,Yashina,520,France,Male,31,4,93249.4,1,1,0,77335.75,0
4722,15695034,Christie,757,France,Female,44,4,123322.15,1,1,0,137136.29,0
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0
4803,15756871,Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0
3211,15733964,Russo,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0
1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0
6649,15731751,Osinachi,437,France,Female,26,1,120923.52,1,0,1,78854.57,0
2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
7440,15812918,Scott,432,France,Female,27,6,62339.81,2,0,0,53874.67,0
8283,15696552,Newman,747,France,Female,21,4,81025.6,2,1,0,167682.57,0
8943,15709780,Azuka,667,France,Female,37,9,71786.9,2,1,1,67734.79,0
5013,15703106,K'ung,575,France,Male,40,5,0.0,2,1,1,122488.59,0
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,0
338,15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98,0
2,15647311,Hill,608,Spain,Female,41,1,83807.86,1,0,1,112542.58,0
1829,15792649,Patterson,547,Spain,Female,31,9,0.0,2,0,0,99294.22,0
7351,15713160,Lin,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0
9443,15606552,Akabueze,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
3636,15571689,Kelechi,740,France,Female,37,5,0.0,2,1,1,27528.4,0
9754,15705174,Chiedozie,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0
1054,15798348,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0
20,15568982,Hao,726,France,Female,24,6,0.0,2,1,1,54724.03,0
9510,15609804,Hyde,688,France,Male,29,1,0.0,2,1,0,154695.57,0
9182,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0
2027,15603088,Rossi,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0
5649,15600174,Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
13,15632264,Kay,476,France,Female,34,10,0.0,2,1,0,26260.98,0
9924,15786789,Ni,725,France,Female,29,6,0.0,2,1,1,190776.83,0
5673,15622442,Mazzi,619,France,Male,29,5,0.0,2,1,0,194310.1,0
4030,15634218,Mancini,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,0
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,1,1,152235.3,0
3874,15616240,Yeh,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0
9364,15749114,Bailey,634,Spain,Male,35,3,0.0,2,1,1,19515.48,0
4527,15604818,Edmund la Touche,798,France,Male,34,9,154495.79,1,1,0,191395.88,0
9408,15652835,Liang,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0
6460,15632125,Blake,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0
155,15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0
7192,15567839,Gordon,501,France,Male,42,9,114631.23,1,0,1,91429.74,0
3499,15694253,Palerma,686,France,Female,41,7,152105.57,2,0,1,132374.41,0
1383,15617982,Pirozzi,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0
1732,15721730,Amechi,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0
8823,15673929,Chin,543,France,Male,64,4,0.0,2,1,1,148305.82,0
1670,15582259,Campbell,567,France,Female,37,7,0.0,2,1,1,28690.9,0
786,15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,67468.67,0
1791,15625641,Forbes,697,Germany,Female,74,3,108071.36,2,1,1,16445.79,0
5050,15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
9898,15810563,Ho,678,Spain,Female,61,8,0.0,2,1,1,159938.82,0
3382,15629511,Lavrentiev,738,France,Male,49,6,106770.82,1,1,0,123499.27,0
2464,15641136,Davison,629,France,Male,32,2,0.0,2,0,1,77965.44,0
9418,15656829,Hughes,577,Spain,Female,33,6,0.0,2,1,0,57975.8,0
8963,15607874,Keane,687,France,Male,38,0,144450.58,1,0,1,137276.83,0
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0
1779,15748947,Chukwuraenye,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
3511,15800814,Palerma,534,France,Male,35,2,81951.74,2,1,0,115668.53,0
5277,15694852,Arcuri,575,France,Male,29,4,121823.4,2,1,1,50368.87,0
1127,15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0
9908,15611247,McKenzie,481,France,Female,28,10,0.0,2,1,0,145215.96,0
8917,15665378,Shen,499,France,Female,46,6,0.0,2,1,0,73457.55,0
2371,15650258,Sinclair,479,France,Female,35,2,113090.4,1,1,0,195649.79,0
5584,15620579,Dunn,695,Spain,Female,31,8,0.0,2,0,1,131644.41,0
9855,15752650,Saad,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0
7936,15587311,Dobbs,582,Spain,Male,33,6,0.0,2,0,1,72970.93,0
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0
5709,15626156,Galloway,655,France,Female,60,3,0.0,2,1,1,86981.45,0
4565,15669204,Grant,650,Germany,Male,23,4,93911.3,2,1,0,69055.45,0
523,15595766,Watts,527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0
4978,15795881,Alexander,776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
9043,15689594,Su,731,France,Male,29,5,179539.2,1,0,0,112010.02,0
5850,15608873,Smith,665,France,Male,51,2,0.0,1,0,0,53353.36,0
546,15615457,Burns,842,Spain,Female,44,2,112652.08,2,1,0,126644.98,0
6246,15722083,Ch'ang,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
8656,15705050,Linger,611,France,Male,30,9,0.0,2,1,1,148887.69,0
2765,15597265,Mao,660,France,Male,38,7,0.0,2,0,1,146585.53,0
7438,15591248,Chukwumaobim,628,France,Female,29,9,71996.29,1,1,1,34857.46,0
9830,15724200,Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92,0
4879,15579433,Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0
7052,15596797,Barnet,643,Spain,Male,43,1,0.0,2,1,1,145764.4,0
9786,15609187,Cox,455,France,Female,27,5,155879.09,2,0,0,70774.97,0
6513,15795429,Henderson,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
7368,15736399,Korovin,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0
7569,15809909,Fan,422,Spain,Female,54,4,0.0,2,1,1,7166.71,0
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0
4906,15627999,Kung,590,Spain,Male,30,3,0.0,2,1,0,83090.35,0
758,15815364,Ashley,736,Spain,Female,28,2,0.0,2,1,1,117431.1,0
6651,15655252,Larionova,758,Germany,Male,41,10,79857.64,1,1,1,78088.17,0
1110,15616330,Liao,595,France,Male,31,4,0.0,2,1,0,189995.86,0
1548,15807294,Walker,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0
9504,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65,0
5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0
3487,15630661,Vasilyev,614,Spain,Female,25,10,75212.28,1,1,0,58965.04,0
2387,15637240,Wei,541,France,Male,46,4,124547.13,2,1,0,94499.06,0
6428,15668943,Henderson,746,France,Male,37,2,0.0,2,1,0,143194.05,0
8606,15748920,Cherkasova,561,France,Female,49,8,0.0,2,1,1,12513.07,0
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0
6631,15726960,O'Brien,741,France,Female,36,3,0.0,2,1,1,89804.83,0
8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
9618,15583692,Chan,591,Germany,Female,35,2,90194.34,2,1,0,57064.57,0
1475,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0
6819,15589739,North,698,France,Male,41,3,90605.29,1,1,1,14357.0,0
5362,15719265,Feng,589,France,Male,46,9,0.0,2,1,0,170676.67,0
8713,15771054,Barnes,469,Spain,Male,35,5,0.0,2,1,0,186490.37,0
7828,15735968,Hsing,605,France,Male,41,10,0.0,2,0,1,97213.09,0
6420,15767804,Feng,729,France,Male,44,6,0.0,2,1,0,151733.43,0
3165,15721592,Barton,665,France,Female,38,5,0.0,2,1,0,156439.56,0
5506,15802466,Donaldson,534,France,Female,53,7,0.0,2,1,1,80619.17,0
6005,15802088,Grant,521,Spain,Female,22,10,0.0,1,1,1,101311.95,0
7167,15699238,Craig,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
4581,15791842,Johnstone,478,France,Female,32,6,71187.24,1,1,1,110593.62,0
9245,15697249,Lettiere,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0
3042,15783029,Monaldo,671,France,Male,34,7,106603.74,2,1,1,26387.71,0
7186,15686885,Nekrasov,777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0
1144,15605965,Henderson,630,France,Male,43,9,0.0,2,1,1,34338.04,0
1821,15797389,Hsia,604,Spain,Male,23,9,124577.33,1,1,1,7267.25,0
9400,15744695,Tu,694,France,Male,39,5,77652.4,1,1,1,25407.59,0
3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
5787,15652320,Woronoff,588,France,Male,40,5,0.0,2,0,0,100727.68,0
7543,15768777,Wang,507,Spain,Female,34,4,0.0,2,1,1,60688.38,0
3412,15815628,Moysey,711,France,Female,37,8,113899.92,1,0,0,80215.2,0
7257,15585928,Hay,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0
1975,15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,0
4748,15702380,De Luca,663,Spain,Male,64,6,0.0,2,0,1,15876.52,0
9434,15582903,Edwards,643,France,Male,39,7,0.0,2,1,1,170392.59,0
8211,15768476,Chukwubuikem,703,Spain,Male,31,6,0.0,2,1,1,67667.19,0
6969,15721793,Chiu,510,Germany,Female,50,7,123936.54,1,1,1,23768.01,0
6552,15651740,Napolitani,525,Spain,Female,30,5,0.0,2,0,1,149195.44,0
4043,15567328,Ch'en,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
8538,15800068,Cooper,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0
4619,15633516,Tucker,526,France,Male,42,1,0.0,1,0,1,168486.02,0
8130,15729246,Hardacre,847,Spain,Male,31,5,0.0,2,1,1,76326.67,0
2176,15769254,Tuan,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0
2885,15776047,Nicholls,620,France,Female,29,3,0.0,2,0,1,153392.28,0
6076,15781451,Buccho,504,France,Male,42,3,134936.97,2,0,0,135178.91,0
7115,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,1,1,187905.12,0
5823,15671351,Romani,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0
5182,15711287,Ahmed,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0
5786,15711733,Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0
324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0
7824,15616029,Adams,705,France,Male,32,7,0.0,2,1,0,7921.57,0
9587,15786418,Chiu,546,France,Female,20,6,0.0,1,0,1,20508.85,0
3708,15620323,Ekwueme,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0
343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0
136,15584518,Arthur,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0
6207,15776124,Mann,802,Spain,Male,51,7,0.0,1,0,1,40855.79,0
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0
8513,15716420,Kelly,612,Spain,Male,39,5,170288.38,1,1,1,59601.15,0
5829,15684419,Wallace,709,Spain,Female,37,8,0.0,3,1,0,71738.56,0
7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0
9969,15733491,McGregor,512,Germany,Female,40,8,153537.57,2,0,0,23101.13,0
1903,15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,0
8814,15770375,Fanucci,850,Germany,Female,26,8,123126.29,1,1,0,74425.41,0
2719,15783444,Endrizzi,788,France,Female,39,3,135139.33,1,0,1,113086.08,0
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
5073,15572657,H?,472,France,Male,29,8,102490.27,1,0,1,181224.56,0
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0
4338,15642160,Milanesi,850,France,Male,38,5,0.0,2,1,0,16491.64,0
6875,15793883,Lo Duca,798,France,Male,28,3,0.0,2,1,0,2305.27,0
5591,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0
1539,15723411,Jamieson,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0
3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0
2532,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0
1811,15592994,Zikoranachidimma,651,France,Female,65,0,0.0,2,1,1,190454.04,0
2503,15782659,Mamelu,527,France,Male,32,0,0.0,1,1,0,109523.88,0
9325,15778489,Bolton,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0
6884,15678460,Dodgshun,691,France,Male,30,9,0.0,1,1,0,49594.02,0
473,15635367,Muir,774,France,Male,26,2,93844.69,1,1,0,28415.36,0
3383,15570629,Alexeyeva,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
2652,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
4661,15724632,Madukaego,537,France,Female,41,0,0.0,2,0,1,175262.49,0
953,15606149,Wood,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
7172,15744273,Waterhouse,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
3484,15626412,Mort,499,Spain,Male,39,6,0.0,2,1,1,81409.0,0
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0
2910,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
1529,15597131,Fu,415,France,Male,32,5,145807.59,1,1,1,3064.65,0
8333,15814772,Adams,645,Germany,Male,49,4,160133.88,1,0,1,88391.97,0
8215,15788920,Ch'ang,836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0
1936,15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,0
4990,15602851,Ozioma,629,France,Male,40,9,0.0,1,1,0,106.67,0
5766,15717156,Sokolov,520,France,Male,30,3,143396.54,2,1,1,898.51,0
636,15633648,Jideofor,696,Spain,Female,51,5,0.0,2,1,0,55022.43,0
2384,15642468,Clark,697,France,Male,42,9,132739.26,2,0,0,174667.65,0
3895,15735687,Chinweuba,595,Spain,Male,37,2,157084.99,1,1,0,134767.13,0
3320,15567114,McGarry,430,France,Male,35,1,118894.22,1,0,0,2923.61,0
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,0
4973,15612524,Hunt,643,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
5248,15584271,Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0
5908,15813862,Yevseyev,526,Spain,Male,66,7,132044.6,2,1,1,158365.89,0
7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0
9282,15679966,Marsh,661,France,Female,31,3,133964.3,1,1,1,166187.1,0
842,15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0
6578,15715532,Lai,687,Germany,Male,38,4,117633.28,1,0,1,88396.6,0
7334,15795527,Zetticci,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0
8759,15732621,Martin,663,France,Male,34,10,0.0,1,1,1,114083.73,0
2340,15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0
7825,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0
2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0
3493,15626491,Hughes,655,France,Female,45,7,57327.04,1,0,1,47349.0,0
7869,15666453,Moore,611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,0,1,140068.77,0
4826,15726153,Fanucci,622,France,Male,31,5,106260.67,1,1,1,2578.43,0
8542,15724181,Hudson,647,Spain,Male,47,5,105603.21,2,1,1,157360.9,0
5557,15707962,Gunson,606,France,Male,40,6,119501.88,2,1,0,46774.94,0
9034,15586029,Davis,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0
1904,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0
5773,15663168,MacDonald,665,France,Male,35,8,110934.54,1,1,0,169287.99,0
6798,15811978,Trevisani,693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0
530,15694272,Nkemakolam,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
640,15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
6664,15766185,She,850,Germany,Male,31,4,146587.3,1,1,1,89874.82,0
5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0
7822,15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38,0
8288,15682467,Chimezie,725,France,Female,36,1,118851.05,1,1,1,102747.02,0
1999,15779497,Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35,0
642,15580684,Feng,706,France,Female,29,5,112564.62,1,1,0,42334.38,0
9968,15603794,Pugliesi,623,France,Male,48,5,118469.38,1,1,1,158590.25,0
5388,15624072,Kiernan,669,Spain,Male,22,10,0.0,2,1,0,176163.74,0
2747,15655794,Hanna,620,France,Male,36,8,0.0,2,1,1,145937.99,0
6717,15805676,Hsu,515,Spain,Male,29,4,151012.55,2,1,0,9770.97,0
7252,15746995,Greco,724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0
6488,15574283,Padovano,580,France,Male,31,2,0.0,2,0,1,64014.24,0
2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
3497,15812324,King,779,France,Male,27,1,0.0,2,1,1,190623.02,0
7888,15745433,Conti,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
4478,15595609,Sykes,679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0
4416,15575955,Lujan,764,France,Female,24,0,0.0,2,1,0,88724.49,0
5890,15708650,Fullwood,727,France,Female,31,2,52192.08,2,0,1,160383.47,0
